2206;Penggunaan Pemrograman Primal Dual untuk Mengananlisis Pendistribusian Elpiji dari Kilang/Depot Sampai Agen-Agen Sekitar Bandung;Riska Trisnayanti;D1A 02030;III atau IV
2207;Kontrol Optimum dengan Menggunakan Metode Kuadrat Terkecil pada Masalah Titik Ujung Bebas;Rina Maryana;D1A 02047;III atau IV
2208;Aplikasi Teori Kontrol dalam Linearisasi Model Persamaan Gerak Satelit;Swesti Yunita Purwanti;D1A 02045;III atau IV
2209;Teknik Imunisasi dalam Strategi Investasi Obligasi;Nani Nuraini;D1A 00058;III atau IV
2210;Aplikais Ruin Teori pada Proses Gamma;Novita Liling;D1A 01001;III atau IV
2211;Proses Identifikasi Model Vektor Autoregresi Orde I Menggunakan Perangkat Lunak Macro Excel;Junaidi;D1A 01040;III atau IV
2212;Penggunaan Durasi pada Pengukuran Sensitivitas Harga Obiligasi;Dwi Kartikasari;D1A 00053;III atau IV
2213;Transformasi Query SQL dalam RDBMS Menjadi X-Query dalam Dokumen Xml yang Menghasilkan X-Path untuk Mengakses Dokumen Xml;Cecep Suwanda;D1A 00038;III atau IV
2214;Analisis Vector Autoregresi (VAR) Terhadap Korelasi Antara Tingkat Bunga Bank Konvensional dan Tingkat Bunga Bank Syariah;Fipit Fitrianingsih;D1A 00051;III atau IV
2215;Menentukan Peluang Ruin untuk Kasus Besarnya Klaim Berdistrbusi Kombinasi Eksponensial;Yuza Terzalgi Bayuzetra;D1A 01050;III atau IV
2216;Desain Sistem Kontrol pada Pendulum Terbalik;Lian Pramudiansyah;D1A 02751;III atau IV
2217;Aplikasi Metode Regresi dan Analisis Korelasi dalam Membuat Peramalan Harga dan Mengukur Derajat Hubungan Linear Antara Minyak Mentah ICP/SLC dengan Koresen;Yendi Putra Radiguna;D1A 02008;III atau IV
2218;Analisis Time Series pada Data Suhu Permukaan Laut;Laos Maria;D1A 00065;III atau IV
2219;Learning Problem pada Hidden Markov Model dengan Menggunakan Algoritma Baum-Welch;Albi Fitransyah;D1A 02701;III atau IV
2220;Analisis Perilaku OLR di Atas Kawasan Indonesia Berbasis Model Box-Jenkins;Dwi Helmina;D1A 02006;III atau IV
2221;Penggunaan windows-based inverse Hough trasform untuk pendeteksian tepi pada citra berskala keabuan;Sri Prativi Laksmiardhani;D1A 00008;III atau IV
2222;Penggunaan pemrograman primal dual untuk mengananlisis pendistribusian elpiji dari kilang/depot sampai agen-agen sekitar Bandung;Riska Susanti;D1A 02030;III atau IV
2223;Peningkatan kualitas citra digital menggunakan metode pemfilteran retinex;Isep Ismayadi;D1A 00040;III atau IV
2224;Kontrol optimum dengan menggunakan metode kuadrat terkecil pada masalah titik ujung bebas;Rina Maryana;D1A 02047;III atau IV
2225;Sifat-sifat matriks Green masalah syarat batas sistem persamaan diferensial non linear orde satu dengan koefisien persegi panjang;Robin Kosasih;D1A 01025;III atau IV
2226;Analisis persamaan  Euler Cauchy dengan menggunakan metode transformasi Laplace;Robert Parulian;D1A 02064;III atau IV
2227;Tinjauan model Greenshields dalam korelasi matematis antara volume. kecepatan dan kepadatan arus lalu-lintas;Anita Triska;D1A 02012;III atau IV
2228;Eksistensi solusi masalah syarat batas persamaan diferensial non linear orde satu dengan koefisien persegi panjang;Hendra Ginting;D1A 01069;III atau IV
2229;Learning vector quantization (LVQ) dan Implementasinya untuk Pendeteksian Wajah pada Citra Digital;Rimba Domesti;0;I
2230;Implementasi Metode Kriptografi Sandi Hill Menggunakan Bahasa Pemrograman C++;Irdam Dermawan;D1A 99089;III atau IV
2231;Ketunggalan Solusi Masalah Syarat Batas Persamaan Diferensial Linear Orde Satu dengan Koefisien Persegi Panjang;Thomas Joni Anto Munthe;D1A 01088;III atau IV
2232;Pendeteksian Wajah Menggunakan Self Organizing Maps (SOM);Wirda Noor Afifah;D1A 02057;III atau IV
2233;Penerapan Linear Programming untuk Optimasi Pembangkitan Energi Listrik di PT. Krakatau Daya Listrik Cilegon;Boy Bagja Nugraha;D1A 02036;III atau IV
2234;Penerapan Analisis Regresi Linear Berganda untuk Memprakirakan Model Penjualan di PT. Semen Baturaja (Persero);Palas Yuwoko;D1A 99075;III atau IV
2235;Analisis Korelasi dan Prediksi Harga Mogas 92 Produksi PT. Pertamina (persero) dengan Harga Minyak Mentah ICP/SLC Menggunakan Regresi Linear;Muhammad Fauzi Karim;D1A 02027;III atau IV
2236;Koefisien Tekanan pada Model Antrian M/M/1 untuk Optimalisasi Pengeluaran Perusahaan;Teguh Adhiprana;D1A 98045;III atau IV
2237;Analisis Geometri Model Black-Scholes;Parlindungan Aruan;D1A 01082;III atau IV
2238;Implemtasi  Model Sekuriti Chinese Wall pada Arsitektur Consa;Fernando Maingaratua;;III atau IV
2239;Analisis Kinerja Model Antrian Model Antrian M/M/S FCFS dengan Balking;Tengku Faisal;D1A 99094;III atau IV
2240;Penerapan Metode Firobenius sebagai Pengembangan Metode Deret Pangkat dalam Pencarian Solusi Umum dari Persamaan Bessel Orde Nol;Indra Yogaswara;D1A99074;III atau IV
2241;Kontrol Optimum dengan Menggunakan Metode Kuadrat Terkecil pada Masalah Titik Ujung Tertentu;Sri Lestari Nurhayati;D1A01010;III atau IV
2242;Penggunaan Metode Cutting Plane dalam Menentukan Laba Optimum pada PT. Hera Collection;Agung Rahmansyah;D1A00042;III atau IV
2243;Dinamik Penyebaran Penyakit pada Sistem Predator Prey dengan Pertumbuhan Logistik;Amini Aulia;D1A02018;III atau IV
2244;Perbandingan Pola Penyebaran Spriral Benih Bunga Keemasan. Bunga PHI. dan Bunga 2 dengan Pedekatan Barisan Fibonacci;Choirul Basir;D1A01079;III atau IV
2245;Model Persamaan Diferensi Populasi Predator-prey di dalam dan di Luar Marine Reserves;R. Marien Yulianingrum;D1A 02053;III atau IV
2246;Perbandingan Kinerja Peramalan IHSG dengan Model Box-Jenkins dan Neural Network;Kemal Fasha;D1A 02053;III atau IV
2247;Analisis Akurasi Estimasi Durasi dengan COCMIC FFP pada Pengembangan Perangkat Lunak SITAMAT;Doni Irawan;D1A 01022;III atau IV
2248;Pembuatan Software Learning Management System untuk meningkatkan Efektifitas dan Efisiensi proses Belajar Mengajar Matematika dengan System E-learning;Kardika Risdyanto;D1A 02007;III atau IV
2249;Konstruksi Suffix Tree dan Suffix Array Serta Representasi Visual pada Halaman Web;Arif Nardite;D1A 02046;III atau IV
2250;Stabilitas Solusi Equilibrium Model Epidemi SIS pada Penyakit Malaria;Maya Wulanmardhika;D1A 02059;III atau IV
2251;Penerapan Model Space Time Autoregresi (STAR) untuk Prakiraan Produktivitas Teh pada PT X;Ardonil A.Y;D1A 01075;III atau IV
2252;Analisis Volatilitas dari Data Harga Opsi dengan Pendekatan Metode Newton-Raphson;Maya Siti Rohmah;D1A 02029;III atau IV
2253;Aplikasi Pengendalian Optimum Berfaktor Diskon dengan Batasan Pertidaksamaan pada Model Produksi Permintaan-Bergantung pada Persediaan;Febrianti Eka Putri;D1A 02024;III atau IV
2254;Penerapan Model Linear Programming pada Pengalokasian Tenaga Kerja Setelah Mengikuti Program Pelatihan;Ekawati Wulandari;D1A 02066;III atau IV
2255;Membandingkan Hasil Prediksi Harga Minyak Mentah DTD Brent Menggunakan Metode Pemulusan Eksponensial Satu Parameter Brown dan pemulusan eksponensial dua parameter Holt;Rien Pre Ultari;D1A 02056;III atau IV
2256;Gaussian Mixture Models Untuk Deteksi Wajah pada Citra Digital;Ginanjar Raspati;D1A 02024;III atau IV
2257;Penentuan Opsi Beli dan Jual Menggunakan Persamaan Diferensial Stokastik Orde 1;Faisa Reza;D1A 01045;III atau IV
2258;Model Matematika untuk Pertandingan Sudden Death Goal pada Pertandingan Sepak Bola;Agustinus Sutiono;D1A 01034;III atau IV
2259;Perhitungan Klasemen Bisbol Liga Utama MLB Atas Pemogokan Pemaian Tahun 1981 Menggunakan Pemrograman Matematik;Adisty Septiyani;D1A 01072;III atau IV
2260;Kajian Matriks Bobot pada Model Space-Time Autoregresi Orde 1;Ciptadi Budiarsa;D1A 00050;III atau IV
2261;Permainan Tanpa Kerjasama dan Kerjasama Berjumlah Tidak Nol;Martina Grace Geraldine H;D1A '02005;III atau IV
2262;Prinsip Maksimum Pontryagin dan Aplikasinya pada Model Predator-Prey dengan Predator yang Terancam Punah;Maulana Fajar;D1A 02034;III atau IV
2263;Penggunaan Jaringan Syaraf Tiruan dengan Metode Propagasi Balik untuk Mengenali Jenis Gas Menggunakan Toolbox Matlab;Yosef King Hutagalung;D1A 01009;III atau IV
2264;Model Penyebaran Penyakit Hantavirus Pulmonary Syndrome (HPS) pada Populasi Tikus Deer Mice (peromyscus maniculatis) dengan Penambahan Faktor Vaksinasi/Eradikasi;Rizki Amalia;D1A 02041;III atau IV
2265;Implementasi Teknologi Biometrik Sidik Jari untuk Sistem Absensi Perkuliahan;Ridwan Kurniawan;D1A 03005;III atau IV
2266;Analisis Regresi Berganda untuk Menentukan Pengaruh Harga Minyak Mentah Dunia pada Penentuan Harga Kerosene di Indonesia;Evelyn Hilda Hutapea;D1A 02038;III atau IV
2267;Peramalan Harga Solar (gas oil) Menggunakan Metode Holt dan Holt-Winters Serta Dekomposisi pada PT. Pertamina (persero);Hasnah Syarif;D1A 02013;III atau IV
2268;Pengoptimalan produksi susu segar berperisa dan jus buavita UHT PT. X dengan model goal programming;Kamilawati;D1A 02039;III atau IV
2269;Penerpan Ekonomi dalam Sistem Pencicilan Berkala;Depie Hernawati;D1A 01052;III atau IV
2270;Sistem pencegahan penyusupan pada jaringan komputer dengan menggunakan SNORT dan IPTABLES Firewall;Nanang Romdoni;D1A 01024;III atau IV
2271;Optimalisasi manajemen perikanan tangkap ikan cakalang di Pelabuhan Ratu dengan menggunakan metode non linear;Anita Pangaribuan;D1A 01074;III atau IV
2272;Analisis penangkapan ikan teri (stolephorus spp) dengan menggunakan model Schaefer di Teluk Tomini;Judith Bintang R.L;D1A 01008;III atau IV
2273;Korelasi antara harga minyak mentah West Texas Intermediate dengan produksi dan kebutuhan minyak mentah dunia menggunakan analisis korelasi dalam regresi linear berganda;Rully R. Andriana;D1A 99047;III atau IV
2274;Analisis perpindahan panas benda tiga dimensi dalam kondisi tunak dengan persamaan Laplace;Riki Muliadi;D1A 98041;III atau IV
2275;Penaksiran Value-At-Risk  Pada Investasi Saham Tunggal Dan Portofolio;Wanda Primaria;D1A 03036;III atau IV
2276;Model Survival untuk seseorang yang terinfeksi HIV menggunakan maximum likelhood estimator;Asep Rudi Kurniawan;D1A03067;III atau IV
2277;Penerapan Ekvivasi  Cross- Product dan Join dalam dengan Menggunakan My SQL;Dewi Lusiyani Hudaya;D1A 03040;III atau IV
2278;Prakirakan produksi semen di PT X dengan menggunakan model autoregresi univariat dan bivariat orde satu;Eries Surya Nurpandi;D1A 99042;III atau IV
2279;Transisi IPv6 dan IPv4 dengan Mekanisme Automatic tunneling;Wahyu Hidayat;D1A 00014;III atau IV
2280;;;;III atau IV
2281;Model penetapan nilai real option untuk mengevaluasi investasi dalam proyek teknologi informasi;Deny Nugraha;D1A 98020;III atau IV
2282;Model penentuan premi bersih dan cadangan premi bersih dibawah resiko kurs;Dikdik Lukman;D1A 98024;III atau IV
2283;Penerapan Metode Universal Kriging Untuk Prakiraan Ketebalan Reservoir Minyak Bumi Menggunakan Program Surfer 8.0;Ichsan Haryadi;D1A 03031;III atau IV
2284;Penggunaan metode ordinary kriging dalam mengestimasi data spasial Curah Hujan di Kawasan Sumatera Barat  menggunakan Surfer 8.0;Ahmad Luthfi Chairi;D1A 01076;III atau IV
2285;Penerapan Mikrontroler untuk Pengolahan Data Lembar Ujian Model Pilihan Ganda;Ihot Baen P Manalu;D1A02075;III atau IV
2286;Aspek Mateamtis Permainan Sudoku dan Sejarah Perkembangannya;Doni Sadoni;D1A00091;III atau IV
2287;Sistem pakar diagnosis penyakit saluran pernafasan menggunakan inferensi Bayes;Sumanjaya;D1A 00007;III atau IV
2288;Metode regresi ridge dengan penduga bayes pada model regresi konsentrasi lemak ikan;Nani Sumarni;D1A03068;III atau IV
2289;Aplikasi Model Risiko Likuiditas Eksogen pada Aktiva Tunggal;Komar;D1A02054;III atau IV
2290;Kriptografi Kunci Simetri Block Cipher Algoritma Advance Encryption Standard-128 (AES-128);Alif Nugraha Illah;D1A00004;III atau IV
2291;Aplikasi Teorema Polya pada Enumerasi Graf Sederhana;Dewan Famuji;D1A 02072;III atau IV
2292;Penggunaan transformasi wavelet pada denoising sinyal suara dengan metode soft thresholding;Komarudin;D1A 02051;III atau IV
2293;Aplikasi metode peramalan Naif dan metode Moving Average serta metode mooving average serta metode eksponensial smoothing  dalam memprediksi harga PTA (purified telephthalic acid);Niko Valiandra;D1A 03056;III atau IV
2294;Aplikasi pertidaksamaan di ruang metrik pada ruang Bernorm dan ruang hasilkali dalam;Andi Hakim Wisudawan;D1A 01059;III atau IV
2295;Seleksi Model Menggunakan kriteria informasi Akaike pada model deret waktu;Moh. Luthfi Mukhlis;D1A 02016;III atau IV
2296;Eksistensi Aproksimasi Terbaik Dari Fungsi Trigonometri di Ruang Hilbert;Moh. Januar Ismail Burhan;D1A 03051;III atau IV
2297;Selectivity factor dari operasi selection. projection. dan join;Dessy Megasari;D1A 03048;III atau IV
2298;Analisis Data Diabetes dengan Menggunakan Analisis Model Regresi Logistk;Rusli Salam;D1A 03052;III atau IV
2299;Prediksi harga minyak mentah DTD Brent menggunakan regresi berganda dan korelasi parsial dengan 4 variabel yang mempengaruhinya pada PT. Pertamina (persero);Aristhofani;D1A 01037;III atau IV
2300;Penyelesaian masalah nilai batas non linear dengan menggunakan polinomial Bernstein;Imelia Apriyani Sigma Gumala;D1A 02014;III atau IV
2301;Pemilihan konstanta k berdasarkan kriteria prediksi pada regresi ridge;Ari Setya Wardani;D1A 03044;III atau IV
2302;Metode regresi komponen utama pada data penggunaan layanan new video call 3G;Hasbi Basith Sukarno;D1A 03063;III atau IV
2303;Analisis barisan DNA dengan menggunakan model substitusi nukleotida DNA rantai markov kontinu;Anton Windi Subrata;D1A 00064;III atau IV
2304;Pemilihan persamaan terbaik pada harga data minyak LSWR yang diregresikan terhadap harga minyak mentah  ICP/SLC dan harga kerosen;Agustinus Eliakim Sianipar;D1A 01071;III atau IV
2305;Metode kuadrat terkecil parsial pada analisis regresi linear berganda untuk kasus multikolinearitas;Prastyo Utomo;D1A 03064;III atau IV
2306;Menentukan harga Basic Dynamic Protection (Suatu Studi Pada PT. Astra Argo);Surya Kusumah;D1A 98060;III atau IV
2307;Penaksiran peluang ruin dengan metode batas atas dan bawah bawah pada klaim berdistribusi Weibull;Edy Suparman;D1A 02058;III atau IV
2308;Penaksiran kredibilitas dan perbedaan tingkat klaim asuransi kendaraan bermotor dengan model Morris-Van Slyke;Yastrin Budiartina;D1A 03054;III atau IV
2309;Perbandingan antara metode pemulusan eksponensial dan metode dekomposisi dalam memprediksi harga Mogas 92 produksi PT. Pertamina;Zeri Sahputra;D1A 99100;III atau IV
2310;Analisis regresi. korelasi. dan prediksi harga minyak mentah Malaysia (Tapis) yang dipengaruhi APPI Tapis dan ICP-SLC;Dini Herdiani;D1A 99092;III atau IV
2311;Konvergensi Barisan Rasio dari Fungsi Polimial Fibonacci;Fitri Hardiyanti;D1A03055;III atau IV
2312;Pemetaan Spasial Hasil Analisis Klaster Konsumsi Minyak Tanah Sektor Rumah Tangga 17 Propinsi di Indonesia;Sita Aniisah S;D1A01044;III atau IV
2313;Aplikasi Sistem Persamaan Diferensi dalam Pemodelan Pertumbuhan Populasi dengan / Tanpa Imigrasi (Studi Kasus Populasi Wanita Uni Eriopa);Iwan Hemawan;D1A99053;III atau IV
2314;Pelabelan Sisi Ajaib pada Gabungan Segitiga;Dicky Aditya Aji;D1A02032;III atau IV
2315;Perhitungan Kestabilan dan Implied Volatility Terbobot Harga Minyak Mentah;R.Siti Walidah Cyntia Soraya;D1A03025;III atau IV
2316;Analisis Pelayanan di Call Center Telkomsel Bandung dengan Menggunakan Model Antrian Multi Channel Single Phase M/M/1/I/F;Beny Ramdani Sofara;D1A01012;III atau IV
2317;Orthonormalisasi Gram-Schmidt serta Proyeksi pada Ruang Vektor Menggunakan Procedure dalam Maple 9.5;Januar Rachdiansyah;D1A01012;III atau IV
2318;Implentasi Data Mining Menggunakan Neuro Intelligent Artificial Neural Network untuk Memprediksi Penderita Penyakit Kanker;Husni Mubarok;D1A01047;III atau IV
2319;Aplikasi Metode Regresi Linier Sederhana untuk Meramalkan Harga Minyak Mentah ICP/SLC dan DTD Brent;Dhany Wiriawan;D1A99044;III atau IV
2320;Autokorelasi Spasial dengan Menggunakan Indeks Moran;Zulkifli;D1A99081;III atau IV
2321;Penentuan Strategi Serangan Mendadak Dalam Seni Perang kuno Menggunakan Algoritma Dijkstra;Deny Rachman;D1A98;III atau IV
2322;Perbandingan Hasil Prediksi Harga MM DTD Brent menggunakan Metode Moving Average yang dipakai Pertamina dengan Metode Pemulusan  (Smoothing) Eksponensial dari Holt-Winters serta Metode Dekomposisi Klasik;Niet Thania;D1A01011;III atau IV
2323;Menghitung Kredibilitas Premi Menggunakan Model  Buhlmann-Straub dengan Penaksiran Nonparametrik;Novi Mardiana;D1A03047;III atau IV
2324;Penaksiran Incremental dan Component Value-At-Risk pada Investasi Portopolio Saham;Denie Irwan Gouwtama;D1A03007;III atau IV
2325;Deteksi Wajah pada Citra Dijital Menggunakan Transformasi Wavelet;Diah Nurul Rafika Yuanisa Rahayu;D1A02060;III atau IV
2326;Perbandingan Universal Kriging dan Ordinary Kriging dalam Memprakirakan Porositas Reservoir Minyak Bumi dengan Menggunakan Surfer 8.0 dan Mapinfo 8.0;Ummie  Wulaningsih;D1A03015;III atau IV
2327;Prediksi Prestasi Siswa Baru dengan Menggunakan Jaringan Adaline;Kurnia Suryandari;D1A02023;III atau IV
2328;Kekonvergenan Perluasan Barisan Polinomial Fibonacci dan Barisan Rasionya;Vika Vidya Utami;D1A03034;III atau IV
2329;Aplikasi Integer Programming untuk Menyelesaikan Masalah Optimasi di Bidang Industri Kehutanan;Arta Fransiska;D1A03029;III atau IV
2330;Model Matematika Penyebaran Penyakit Menular Melalui Host-Vektor;Leni Zuleni;D1A03057;III atau IV
2331;Penaksiran Value-AT-Risk dengan Menggunakan Model Riskmetric pada Reksadana Syariah;Lia Fitria;D1A03028;III atau IV
2332;Evaluasi Kerugian dari Suatu Perjanjian Pengembangan Ladang Minyak dengan Waktu Masa Datang Tetap (Fixed Future Date);Syahri Muharrami;D1A03059;III atau IV
2333;Aplikasi Masalah Aliran Maksimum untuk Menentukan Jumlah AGV(Automated Guided Vehicle) yang Optimal pada Pelabuhan Peti Kemas Semi Otomatis;Tulus Pardamean;D1A03033;III atau IV
2334;Fitting Model Semivariogram Menggunakan S-Plus 2000;Emma Nurhanifah;D1A01064;III atau IV
2335;Model Populasi Penderita DBD Berdasarkan Struktur Umur di Kota Bandung Tahun 2002 - 2007;Ica Riza Rubiana;D1A03053;III atau IV
2336;Syarat Cukup Fragmentasi Basis Data;Heri Parid Pardian;D1A040063;III atau IV
2337;Analisis Model Epidemik Rota Virus dalam Populasi Berstuktur Usia dengan Bilangan Reproduksi Dasar;Aryo Budi Hutomo;D1A01087;III atau IV
2338;Penggunaan Jaringan Syaraf Tiruan dengan Metode LVQ untuk mengenali Jenis GAS;Aditya Joko Utomo;D1A03002;III atau IV
2339;Penerapan Edge Magic Total Labeling pada Graf Petersen untuk Pengalamatan Jaringan Komputer;Edo Yuliando;D1A03010;III atau IV
2340;Pemodelan Lalu Lintas pada Persimpangan Bersinyal dan Penerpannya (Studi Kasus : Persimpangan Simpangan Lima. Asia Afrika - Tamblong. dan Asia Afrika - Otista;Yohanna Puspa Dewi Yulieanne;D1A01013;III atau IV
2341;Kebijakan Garansi dengan Stategi Dua Dimensi;Andi Purnawan;D1A03022;III atau IV
2342;Penentuan Matriks Bobot menggunakan Normalisasi Korelasi Silang pada Model Star(1:1);Ari Maulana;D1A03037;III atau IV
2343;Enkripsi dan Dekripsi Data dengan Algoritma 3Des (Triple Data Encrypton Standard);Teni Nurhasanah;D1A040017;III atau IV
2344;Pengaruh Waktu Kadaluarsa Bahan Baku dan Faktor Incremental Discount pada Model Persediaan;Kiki Kurniawati;D1A040059;III atau IV
2345;Aplikasi Pendeteksi Golongan Darah Manusia Menggunakan Jaringan Syaraf Tiruan;Ricky Kurniawan;D1A03016;III atau IV
2346;Perbandingan Metode Momen dan Metode Maksimum Likelihood pada Model AR (2);Medi Ulina;D1A03013;III atau IV
2347;Perhitungan Value at Risk (Var) dalam Investasi Saham dengan menggunakan Garch;Lina Herlina Pradiepta;D1A03065;III atau IV
2348;Aplikasi Fungsi Utility dalam menentukan Pembayaran Kembali (Reimbursement) yang Optimal;Vertasia Rosario BR Sitepu;D1A03077;III atau IV
2349;Kajian Matriks Bobot Seperjarak Pangakat-n(n=1.2.à.5) pada Model  Star(1:1);Rahmanto Aris Daryoko;D1A03008;III atau IV
2350;Aplikasi Analisis Komponen Utama dalam Pembentukan Citra Jatinangor Town Square;Erwan Setiawan;D1A040030;III atau IV
2351;Perhitungan Premi Tunggal Bersih dan Cadangan menggunakan Proses Markov Tiga Keadaan;Arief Setiadarma;D1A040006;III atau IV
2352;Perhitungan Value at Risk Dengan Menggunakan Model Tarch;Meta Farhanah;D1A040008;III atau IV
2353;Penerapan Model Var Orde Satu untuk Prakiraan Produksi Minyak Bumi Menggunakan Metode Maksimum Likelihood;Ilman Hadika;D1A03023;III atau IV
2354;Analisis Data Perawatan Arthritis Menggunakan Regresi Logistik Polytomous;Rian Rustian;D1A03078;III atau IV
2355;Kajian Analisis Jalur untuk Tuga Variabel dan Penerapannya Menggunakan Program Lissel 8.5;Nur Rahmad Sukendar;D1A03075;III atau IV
2356;Tingkat Vaksinasi Optimal pada Model Epidemik Deterministik dengan Efisiensi Minimum Sort;Suci Widyaningsih;D1A040025;III atau IV
2357;Teorema Dualitas untuk Masalah Optimasi Konik;Dwi Purliantoro;D1A040038;III atau IV
2358;Perhitungan Value At Risk pada Investasi Saham menggunakan Model Garch-M;Helmy Fauzan Nashir;D1A040051;III atau IV
2359;Enkripsi dan Dekripsi Text Menggunakan Algoritma Rivest Shamir Adleman;Aznel Mahendra;D1A03043;III atau IV
2360;Penerapan Metode Branch and Bound dalam Traveling Salesman Problem pada Rute Pengambilan Sampah Wilayah Bandung Timur;Marince Purnama Tambunan;D1A040044;III atau IV
2361;Interpolasi Fungsi Trigonometri dari Deret Fourier;Patmiza Nopiani;D1A03049;III atau IV
2362;Implementasi Fungsi Proyeksi untuk Deteksi Mata Pada Citra Dijital;Delvia Rahmi;D1A040021;III atau IV
2363;Implementasi Jaringan Saraf Tiruan untuk Mendeteksi dan Penyakit THT (Telinga. Hidung dan Tenggorokan);Nina Hanani;D1A040003;III atau IV
2364;Metode Model Graf sebagai Salah Satu Cara Penambangan Data;Fitriyawati Gojali;D1A03017;III atau IV
2365;Aplikasi Deret Fourier Untuk Menentukan Steady State Solution Pada Osilasi Pegas;Defri Purwadi;D1A01021;III atau IV
2366;Analisis Sistem Antrian Kedatangan Pesawat Pada Bandar Udara Husein Sastranegara dengan Metode Simulasi;Abdul Karim Ma'rifat;D1A01029;III atau IV
2367;Efek Pengumpulan Cahaya Bias Pada Obyek Transparan 3D Menggunakan Metode Backward Ray Tracing Dan Photon Mapping;Liza Setyaning Pertiwi;D1A040068;III atau IV
2368;Perhitungan Value-At-Risk pada Inventasi Saham menggunakan Model Egarch;Ihya Ainun Widiarti;D1A040041;III atau IV
2369;Pengenalan Wajah menggunakan Metode Principil Component Analysis (PCA);Anita Anggraeni;D1A040031;III atau IV
2370;Analisis Keamanan Jaringan Internet menggunakan Hping. Fping. Nmap. Nessus dan Ethereal;Dani Iskandar;D1A00056;III atau IV
2371;Peramalan Tingkat Huni Kamar di Hotel Malya Bandung dengan Metode Eekomposisi dan Metode Box-Jenkins;Ario Fatoni;D1A03019;III atau IV
2372;Produk Hadamard yang merupakan Pengembangan dari Q-Matriks Fibonacci serta Aplikasinya dalam Metode Kriptografi;Roni Yuniawan;D1A040005;III atau IV
2373;Aplikasi Model Antrian Multi Channel Single Phase pada Pelayanan Pelanggan di Ramayana Fashion Store Bekasi;Desi Haryanti;D1A03032;III atau IV
2374;Perubahan Asumsi Akturia dalam Anuitas Kelompok pada Perhitungan Benefit Program Pensiun Iuran Pasti;Joko Suryaningrat;D1A03071;III atau IV
2375;Syarat Cukup untuk Keortogonalan pada Assosiasi Polinom Legendre (Associated Legendre Polynomials);Rubianto;D1A02061;III atau IV
2376;Aplikasi Speaker Recognition menggunakan Metode LPCC(Linear Predictive Cepstral Coefficient) dan LBGVQ ( Linde Buzo Gray Vector Quatization);Nesta Zulfikar Aribowo;D1A03009;III atau IV
2377;Implementasi Hukum Darcy dalam Studi Pencemaran Air Tanah;Nano Pembriana;D1A03060;III atau IV
2378;Aplikasi Model Inventory Deterministik Multiitem pada Perancangan Sistem Informasi Guadang Oh La La Caf? Secara Terpusat;Fandi Haryanto;D1A02044;III atau IV
2379;Prediksi Pertumbuhan Ekonomi Indonesia Berdasarkan Data Inflansi menggunakan Model Garch(1.1) dan Model Winter;Hadi Pranoto;D1A03039;III atau IV
2380;Penerapan Sistem Ekonomi Syariah dalam Penentuan Tarif Premi dan Besar Manfaat pada Produk Asuransi Jiwa Kredit di Brigin Life Syariah;Sri Imelda Baroroh;D1A040011;III atau IV
2381;Aspek Matematis Desain Konstruksi Kerangka Geodesik;Wulfram R.B Wijayanto;D1A01084;III atau IV
2382;Penerapan Model Var(1.1) untuk Prakiraan Harga Minyak Mentah Indonesia (ICP) dan Minyak Mentah Malaysia;Galuh Mustika Ningtyas;D1A050079;III atau IV
2383;Sistem Informasi Geografis Angka Penyebaran DBD Berdasarkan Struktur Umur di Wilayah Kota Bandung Menggunakan Distribusi Eksponensial;Vivie Juliana S;D1A03001;III atau IV
2384;Optimalisasi Waktu Investasi dengan Real Option Menggunakan MATLAB;Siska Dewi Angraeni;D1A050002;III atau IV
2385;Analisis Peralihan Konsumen Terhadap Merek Suatu Produk dengan Menggunakan Rantai Markov;Muthi'ah Darmawanti;D1A050019;III atau IV
2386;Pengendalian Persediaan Komponen Suku Cadang Mesin Kompresor dengan Laju Kerusakan Probalistik pada PT.AICHITEX Indonesia;Karina Ariane;D1A050052;III atau IV
2387;Penentuan Ekspektasi Interval Waktu Prepentive Maintenance dan Optimal Capital Budgeting Komponen Suction Filter(Studi Kasus di PT. AICHI TEX Indonesia);Ratni Pujiastuti;D1A050018;III atau IV
2388;Aplikasi Metode Branch and Bound pada Model Optimasi Masalah Perencanaan Taktis Perhutanan;Indra Permana;D1A050070;III atau IV
2389;Persoalan-Persoalan dalam Satu Dimensi dari Teori Persamaan Schrodinger;Ichary Soekirno;K.64127;III atau IV
2390;Teori Strum dan Perkembangannya;Hendra Mulyana;K.700199;III atau IV
2391;Grup Transformasi;Stanley P Dewanto;K.700160;III atau IV
2392;Hubungan Harga-Harga Karakteristik Diskrit Terhadap Tingkat-Tingkat Energi;Pontas P.Hutagalung;K.650069;III atau IV
2393;Ruang Bernorm Ruang Banach;R.Mohamad Risdaya F.;K.75017;III atau IV
2394;Penjabaran Menjadi Jumlah dari Dua Tiga dan Empat Buah Kuadrat;Tjetje Amir Ruchyana;K. 64055;III atau IV
2395;Perkembangan Persamaan Peel;Bambang Basuseno;K.72017;III atau IV
2396;Teorema Brun dan Teorema Dirichlet;Utoyo;K.73022;III atau IV
2397;Penggunaan Matematika dalam Teori Jaringan Listrik;Nafril Nazsir;K.72136;III atau IV
2398;Diferensiasi;Niniek Haryani;K.75023;III atau IV
2399;Kekompakan dalam Ruang Metrik;Tatang Pardjaman K.S;K.74191;III atau IV
